Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Term_Months,Employment_Years,Existing_Loans,Dependents,Savings,Property_Value,Self_Employed,Education,Marital_Status,Loan_Status
60,123819,529,388291,84,15,2,5,292854,725600,No,Postgraduate,Married,Rejected
62,105658,560,268950,12,4,0,3,76953,179750,No,Graduate,Single,Rejected
38,53135,620,232802,24,16,0,1,119214,304537,Yes,High School,Married,Rejected
50,108121,426,333555,24,10,3,5,261700,770912,No,High School,Single,Rejected
45,133944,327,208122,84,26,1,3,269767,110682,No,High School,Married,Rejected
39,145484,809,227822,84,17,3,4,71170,290568,Yes,Graduate,Married,Approved
28,133765,527,161640,84,4,3,5,6383,133575,No,Graduate,Married,Rejected
48,83535,840,483871,24,28,0,2,136995,711729,Yes,Graduate,Married,Rejected
28,34897,478,47516,12,22,4,5,188844,670893,No,High School,Single,Rejected
51,137328,587,91273,36,22,2,5,41223,753602,No,Graduate,Single,Rejected
23,41291,793,247386,12,24,1,5,222181,925081,No,High School,Married,Rejected
23,118362,564,204084,12,2,4,1,240259,253639,No,Graduate,Married,Rejected
64,73408,766,328059,36,29,3,4,211450,354062,No,Graduate,Single,Rejected
42,93830,694,373209,36,19,1,0,102855,818686,No,Postgraduate,Married,Rejected
37,74093,731,477073,24,29,3,5,134098,186939,Yes,High School,Single,Rejected
56,24507,734,414516,84,2,5,1,218680,910023,No,Postgraduate,Single,Rejected
37,135473,687,202284,24,28,1,5,41535,186369,No,Graduate,Married,Rejected
34,48854,836,323102,24,11,1,0,85056,798813,No,High School,Married,Rejected
29,133056,444,451124,12,23,2,2,94511,459691,No,Graduate,Married,Rejected
50,35475,474,13616,72,14,0,2,52801,11940,No,Graduate,Married,Rejected
41,64905,819,334280,60,27,2,5,80011,512346,No,High School,Married,Rejected
32,99870,613,35207,72,8,2,5,284664,217818,No,High School,Married,Approved
57,104366,428,137412,84,13,4,5,20735,73717,No,High School,Married,Rejected
52,143836,813,292349,48,7,2,1,54167,654725,Yes,High School,Married,Rejected
31,133418,309,66573,60,17,1,3,178750,78408,Yes,High School,Married,Rejected
40,134339,646,253768,36,9,3,3,70927,689269,No,High School,Single,Rejected
55,112814,416,383897,12,16,4,3,178996,841948,No,High School,Married,Rejected
31,143316,710,461026,72,14,1,3,273984,614192,No,Graduate,Married,Rejected
28,104285,696,438918,12,28,5,5,268303,691512,No,Postgraduate,Single,Rejected
24,116047,310,103471,48,20,3,4,294956,463615,No,High School,Married,Rejected
47,123005,697,197421,84,1,3,1,57998,766098,No,Graduate,Single,Rejected
64,60185,392,328500,60,2,4,5,295660,232407,No,Graduate,Married,Rejected
60,84398,401,78744,36,8,2,3,67752,142227,No,Graduate,Single,Rejected
58,140254,397,267105,48,18,4,2,207626,244127,No,Graduate,Married,Rejected
50,110608,581,470804,12,16,4,1,55224,50797,No,Graduate,Married,Rejected
64,127862,720,399761,48,24,5,3,118995,27519,No,Postgraduate,Married,Rejected
47,116682,663,285058,24,1,4,0,74056,815352,No,Graduate,Married,Rejected
41,96593,510,270957,60,25,5,1,84833,842425,No,High School,Married,Rejected
40,46427,807,6497,36,5,3,3,149703,637308,No,Graduate,Single,Approved
24,127518,375,136614,24,10,2,4,53318,466082,No,High School,Married,Rejected
31,75535,622,456286,60,28,5,0,295038,54066,No,High School,Single,Rejected
33,129626,751,380089,24,27,5,0,169964,415107,No,Graduate,Married,Rejected
29,134190,317,87298,48,29,0,2,72909,472588,Yes,High School,Married,Rejected
24,96572,590,271579,36,10,3,5,43738,453060,Yes,Graduate,Single,Rejected
32,83690,497,232478,72,22,4,5,202440,707236,Yes,High School,Married,Rejected
29,34060,461,233396,48,8,5,3,222108,801458,No,High School,Single,Rejected
33,70641,716,271446,48,27,3,3,31203,41406,Yes,Postgraduate,Married,Rejected
46,33607,683,49453,84,27,1,1,140522,59449,No,High School,Married,Rejected
58,120638,499,240658,60,15,2,5,6786,387082,No,Graduate,Single,Rejected
62,83560,797,131343,36,23,0,2,237990,821007,No,Graduate,Single,Approved
33,84213,342,374485,36,21,2,5,175322,970778,No,High School,Single,Rejected
59,109610,381,216327,48,19,1,0,213701,516719,No,Graduate,Married,Rejected
48,81776,838,139924,84,29,0,4,254596,860178,No,Graduate,Married,Approved
39,68864,603,386653,36,19,3,5,49082,828825,No,High School,Married,Rejected
44,105309,498,103977,12,29,0,3,260570,898791,Yes,High School,Single,Rejected
39,52970,705,368968,84,13,4,0,107968,437439,No,High School,Single,Rejected
33,118534,726,183020,36,19,1,3,96457,350242,No,Postgraduate,Single,Rejected
33,141735,760,343911,48,10,5,5,200974,729154,No,Postgraduate,Single,Rejected
48,48210,779,191570,12,9,4,3,130819,821980,No,Graduate,Single,Rejected
22,64088,423,269201,84,1,1,4,11736,86100,No,Graduate,Married,Rejected
30,80035,827,328933,12,6,3,4,280979,588127,No,High School,Married,Rejected
42,31683,825,485331,60,0,3,4,22830,445141,Yes,Postgraduate,Married,Rejected
33,22962,338,191089,48,4,4,1,132156,225475,No,High School,Single,Rejected
29,120631,498,330352,36,14,1,4,211217,682575,No,High School,Single,Rejected
53,82248,407,480873,72,10,1,5,106240,596416,Yes,Graduate,Single,Rejected
34,115536,567,377598,12,19,3,4,170922,532193,No,High School,Single,Rejected
40,114673,652,296032,48,17,2,5,272724,260955,No,Graduate,Married,Rejected
35,55552,610,231595,60,8,4,4,77853,524343,No,High School,Married,Rejected
52,131789,689,109451,24,27,4,4,223739,747978,No,Graduate,Single,Approved
53,119107,339,150044,24,0,1,2,43816,935042,Yes,High School,Married,Rejected
37,65321,451,365316,36,19,5,5,40322,225389,Yes,Graduate,Married,Rejected
44,67350,486,96836,24,5,0,5,211633,261288,Yes,Graduate,Married,Rejected
50,83565,729,368101,12,19,5,1,79677,710372,No,Graduate,Married,Rejected
33,140454,756,473005,72,25,3,3,88490,783049,No,Postgraduate,Single,Rejected
36,138411,526,67027,12,9,5,1,284948,670543,Yes,Postgraduate,Married,Rejected
22,63861,727,456878,48,3,3,1,161467,414107,Yes,Graduate,Married,Rejected
37,59164,503,405472,36,17,5,1,210933,844444,No,Graduate,Married,Rejected
52,133114,417,36541,72,30,2,4,103137,785587,No,High School,Single,Rejected
63,102095,693,325317,48,26,0,1,175464,757333,No,Postgraduate,Married,Rejected
28,127940,521,396442,72,11,0,2,102343,117128,No,Graduate,Married,Rejected
23,133610,362,328073,48,25,0,3,259324,19247,No,Graduate,Married,Rejected
32,64963,695,245789,84,24,2,1,248962,456421,No,Graduate,Single,Rejected
40,91227,304,339429,36,8,3,3,269437,20171,No,Graduate,Married,Rejected
36,23532,633,377024,72,16,0,0,12837,877851,Yes,Graduate,Married,Rejected
34,134527,591,108410,72,28,3,0,218801,661828,No,Graduate,Single,Rejected
36,40733,807,220139,48,16,3,1,257878,260626,No,Graduate,Married,Rejected
63,103463,444,159882,72,13,2,2,166094,424125,No,Postgraduate,Married,Rejected
53,147878,458,22686,24,23,3,0,154356,100210,Yes,Graduate,Married,Rejected
50,63114,310,466827,60,8,1,0,88713,758283,Yes,Graduate,Married,Rejected
32,99018,368,265507,48,26,3,2,278289,98251,No,High School,Single,Rejected
35,112217,843,77269,72,18,1,4,160687,740918,No,Graduate,Single,Approved
38,25456,501,337485,12,12,0,1,207324,966837,No,High School,Married,Rejected
48,23413,565,281805,84,2,5,5,272057,48448,No,High School,Married,Rejected
43,27085,407,15152,12,17,1,0,62957,648765,Yes,Graduate,Married,Rejected
34,47937,353,88620,84,8,0,2,296785,901697,Yes,Graduate,Married,Rejected
50,40563,637,127374,24,15,5,0,202926,336755,No,Graduate,Married,Rejected
53,94868,489,294740,48,17,1,3,35803,157622,No,Graduate,Married,Rejected
65,57575,538,202632,84,6,1,0,176873,66459,Yes,Graduate,Married,Rejected
35,148533,642,226783,48,28,0,5,294161,202770,No,Graduate,Married,Rejected
27,27386,590,258107,36,17,2,3,61174,684190,No,High School,Married,Rejected
35,111873,622,99217,48,13,3,5,174800,893705,No,High School,Married,Rejected
62,120244,620,64766,48,9,1,4,72143,874368,Yes,Graduate,Married,Approved
58,79150,341,480067,12,9,4,2,271494,176687,No,Postgraduate,Married,Rejected
64,49572,497,382477,36,5,2,4,133169,173771,No,High School,Married,Rejected
31,146053,583,274763,48,2,5,3,98662,788154,Yes,Graduate,Married,Rejected
49,118960,481,301903,72,16,3,0,26835,591807,No,Graduate,Married,Rejected
51,55271,310,296949,24,21,2,4,259612,498188,No,High School,Single,Rejected
45,69810,741,458756,84,1,2,3,59407,256727,No,High School,Married,Rejected
44,84260,723,282935,48,6,0,4,47673,870429,Yes,Graduate,Single,Rejected
39,96566,799,453206,36,11,4,5,87123,821676,No,Graduate,Married,Rejected
22,33138,687,90292,24,24,3,3,286928,705065,No,Graduate,Married,Rejected
42,149549,753,9747,24,0,2,0,276262,17968,Yes,High School,Single,Approved
40,67369,301,265198,24,19,0,4,275117,899141,No,Postgraduate,Married,Rejected
53,35646,541,203254,12,4,3,2,4902,153309,Yes,Graduate,Married,Rejected
28,48812,359,384973,12,12,0,4,74575,980834,No,Graduate,Married,Rejected
45,108958,667,454396,24,24,3,3,77216,553534,No,Graduate,Single,Rejected
29,96181,339,298780,72,18,2,1,32639,512052,Yes,Postgraduate,Married,Rejected
54,34628,614,461813,12,5,1,0,254289,697983,No,Graduate,Married,Rejected
43,44486,597,58471,24,4,5,4,112426,331236,Yes,Postgraduate,Married,Rejected
25,107945,749,150631,24,4,5,3,187200,903515,No,Postgraduate,Married,Rejected
45,143934,694,154210,60,17,4,2,37017,124447,No,Graduate,Married,Rejected
28,59266,387,267894,12,9,5,0,211997,279400,No,Graduate,Married,Rejected
36,108268,832,298494,60,20,1,5,132494,797860,No,Graduate,Married,Rejected
65,66557,687,38610,72,18,1,0,293486,15408,No,Postgraduate,Single,Approved
35,104961,680,363613,72,1,2,2,140381,95364,Yes,Graduate,Married,Rejected
21,97731,730,477611,24,29,0,2,85959,509015,No,Postgraduate,Married,Rejected
42,104258,834,155870,24,10,4,3,47791,540996,No,Postgraduate,Single,Rejected
23,36494,515,62110,60,21,1,4,32608,807228,Yes,Graduate,Single,Rejected
58,41571,576,221502,36,29,0,0,163191,798623,No,High School,Married,Rejected
34,54486,493,23687,24,0,4,1,138621,622993,No,Graduate,Single,Rejected
56,108436,478,392738,72,5,2,2,202776,91448,Yes,Postgraduate,Single,Rejected
38,81635,442,317801,72,13,5,2,257654,935390,Yes,High School,Married,Rejected
61,20125,837,231299,12,23,4,0,74111,396737,Yes,Postgraduate,Married,Rejected
38,68814,517,416027,48,2,5,5,69675,58018,No,Postgraduate,Married,Rejected
23,143141,810,156310,84,25,3,2,221948,357466,No,High School,Married,Approved
30,39318,358,231345,72,6,5,2,59105,432155,No,Graduate,Single,Rejected
59,82363,645,182539,48,14,2,4,68710,72523,Yes,Postgraduate,Single,Rejected
21,124221,718,313252,48,30,1,3,265210,37249,No,Graduate,Married,Rejected
47,63162,523,163390,60,29,3,3,12921,127238,No,Graduate,Married,Rejected
47,136292,649,9071,24,27,0,2,222034,140563,No,Postgraduate,Single,Approved
31,147083,376,261560,72,18,1,5,82285,951536,No,High School,Married,Rejected
25,27590,507,335054,72,28,3,1,298543,866113,No,High School,Married,Rejected
27,54850,458,233170,36,29,5,5,228018,766089,No,Graduate,Single,Rejected
39,32134,823,346045,12,21,5,2,173896,719281,No,Graduate,Single,Rejected
49,45230,524,174449,48,6,2,1,12024,243468,No,Postgraduate,Married,Rejected
35,35058,657,326952,84,26,3,1,64796,24143,No,High School,Married,Rejected
55,99837,683,57957,48,2,3,1,39228,634671,No,High School,Married,Rejected
57,123397,843,385767,12,10,5,1,11927,764891,No,Graduate,Single,Rejected
32,47039,803,313221,48,4,5,0,186849,891868,No,High School,Single,Rejected
50,141831,749,186607,60,13,1,2,289984,654282,No,Graduate,Single,Approved
40,85820,541,16812,24,2,5,5,153448,355727,No,Graduate,Married,Rejected
57,58334,668,385108,24,3,3,0,202858,739335,No,Graduate,Married,Rejected
23,63525,770,98062,36,4,4,1,72761,432300,No,Graduate,Single,Rejected
29,146681,587,201887,60,27,5,4,39667,202870,No,Graduate,Married,Rejected
61,126522,698,26558,36,22,1,3,273252,509189,No,High School,Single,Approved
59,104194,403,189202,48,3,4,2,109266,190507,No,High School,Single,Rejected
46,48443,610,138342,72,3,3,2,46381,462395,No,High School,Married,Rejected
22,23972,426,343027,84,28,5,0,229043,172618,No,High School,Married,Rejected
43,84936,339,175701,24,1,4,1,124478,117273,Yes,High School,Married,Rejected
43,111703,371,284211,84,4,2,1,110827,326667,No,High School,Single,Rejected
41,99215,546,88963,36,2,5,5,236493,219777,No,Postgraduate,Married,Rejected
36,129877,546,55684,84,13,2,0,29677,950611,No,High School,Single,Approved
29,49519,611,497480,36,3,3,5,112735,266278,No,High School,Single,Rejected
33,111240,333,335757,60,26,4,2,17154,948718,No,Postgraduate,Single,Rejected
48,122417,428,103810,84,27,3,0,283044,222299,No,High School,Married,Rejected
47,117484,309,178854,72,15,2,3,291361,402982,No,High School,Married,Rejected
37,99914,467,63538,48,23,4,2,294768,52806,No,Postgraduate,Married,Rejected
58,95864,515,259826,12,3,2,1,159009,166479,No,Graduate,Married,Rejected
56,75881,707,187539,60,5,4,5,47798,657292,No,Graduate,Single,Rejected
21,44732,825,410696,60,18,5,5,277764,986012,No,Graduate,Single,Rejected
38,37673,317,73339,48,16,1,4,265928,516860,Yes,Graduate,Married,Rejected
29,95909,639,75835,12,3,3,5,121534,139885,No,Graduate,Married,Approved
33,137199,389,458367,60,21,5,5,225476,60949,No,Graduate,Married,Rejected
60,25720,584,244685,36,24,5,4,244418,966575,No,Graduate,Married,Rejected
65,79115,833,152164,36,20,4,2,161066,91685,No,High School,Married,Approved
35,135843,566,239525,36,11,5,2,171918,669795,No,Graduate,Married,Rejected
63,71940,732,253950,72,6,5,1,286318,921537,No,High School,Single,Rejected
64,25153,351,451156,72,15,4,4,178454,602295,Yes,Postgraduate,Married,Rejected
24,91762,366,99717,84,27,1,0,231233,287715,No,High School,Single,Rejected
53,88512,549,202341,36,13,0,0,81530,67661,No,High School,Married,Rejected
44,58019,630,206163,12,12,1,0,126714,241819,Yes,Graduate,Married,Rejected
56,121803,714,498181,84,10,4,0,2148,921996,No,Graduate,Single,Rejected
61,104833,422,173393,72,10,5,5,190809,167921,No,Postgraduate,Married,Rejected
30,36587,501,271806,48,0,5,4,36636,567375,No,Graduate,Single,Rejected
56,38206,305,484270,48,7,0,4,40748,651393,No,High School,Single,Rejected
40,111471,785,300881,12,12,5,1,264609,499115,No,High School,Single,Rejected
61,115169,498,297689,48,3,2,2,71782,371632,No,Graduate,Single,Rejected
65,30736,312,136333,36,23,3,4,53874,339437,No,Graduate,Married,Rejected
64,126937,305,484415,12,24,0,4,258888,261346,Yes,Graduate,Married,Rejected
31,26971,710,255375,36,18,2,2,57268,441747,No,High School,Single,Rejected
32,76577,420,462683,48,19,5,3,197138,537873,No,High School,Married,Rejected
38,95043,661,102078,84,5,4,5,195472,97031,No,High School,Single,Rejected
50,146917,837,315120,60,2,0,0,280107,216726,Yes,Postgraduate,Single,Approved
64,45724,303,434583,12,8,1,5,165003,348533,No,High School,Single,Rejected
57,107702,583,353023,24,18,5,4,63185,841836,No,Graduate,Married,Rejected
40,98694,658,480521,84,29,3,4,23382,492334,No,Graduate,Married,Rejected
45,142614,581,150983,24,6,5,5,269887,236850,No,High School,Married,Rejected
32,111310,648,50308,72,22,1,0,269022,117370,No,Postgraduate,Married,Approved
41,75155,329,202642,36,10,1,4,150824,451926,No,Graduate,Single,Rejected
45,148491,816,462303,48,14,3,2,109601,315544,No,Graduate,Married,Rejected
31,31108,673,232538,36,14,1,4,27962,675176,No,Graduate,Single,Rejected
29,97613,423,121227,72,20,4,1,190305,768611,Yes,Graduate,Single,Rejected
45,89711,745,379402,72,21,1,4,164541,554114,Yes,Graduate,Married,Rejected
55,76938,693,39574,24,16,4,0,262525,920657,Yes,Graduate,Married,Approved
52,121163,355,134383,84,14,1,2,231837,315804,Yes,Graduate,Married,Rejected
34,88498,431,312267,12,11,5,4,280639,549234,No,Postgraduate,Single,Rejected
21,99152,421,32050,36,18,4,5,272638,455669,No,Graduate,Married,Rejected
37,117789,501,281304,48,2,0,3,101571,730263,No,Graduate,Married,Rejected
45,37751,564,460192,24,1,4,2,230986,170844,No,High School,Single,Rejected
28,131161,339,498120,12,0,5,2,22627,9717,No,Postgraduate,Married,Rejected
25,90746,412,352751,36,24,3,5,148496,540491,No,High School,Single,Rejected
25,52390,638,69577,12,3,1,3,267424,769128,No,High School,Married,Rejected
61,121213,361,42558,60,23,5,4,15127,615948,No,Postgraduate,Married,Rejected
55,128712,526,116788,24,6,0,1,5880,464269,No,Postgraduate,Single,Rejected
39,121709,473,349864,84,28,1,5,66656,891553,No,High School,Married,Rejected
43,35993,433,236445,36,11,5,0,62649,701977,Yes,Graduate,Married,Rejected
29,80403,584,241585,12,21,4,2,288660,571574,No,Graduate,Married,Rejected
50,46859,407,16467,84,16,1,5,220913,482741,Yes,High School,Married,Rejected
36,40878,442,361506,36,2,5,1,200902,972667,No,Graduate,Married,Rejected
53,100459,593,82322,84,20,2,0,159321,723719,No,Postgraduate,Married,Rejected
22,119124,576,97969,48,28,0,0,103789,64859,Yes,Postgraduate,Married,Rejected
34,145940,791,350549,48,16,5,4,57600,522233,Yes,High School,Married,Rejected
21,47100,770,58325,36,16,2,5,25115,396901,No,Graduate,Married,Rejected
46,109622,575,125935,24,27,1,1,162602,132742,No,High School,Married,Rejected
45,82284,533,330909,72,9,4,5,85522,115251,No,Graduate,Single,Rejected
36,79976,541,86544,36,14,0,2,152830,645724,Yes,Postgraduate,Married,Rejected
35,60023,557,124502,84,8,5,2,159828,509148,No,Graduate,Single,Rejected
46,137350,331,476802,36,16,0,5,248745,399709,No,High School,Single,Rejected
64,67709,666,19048,36,3,4,4,256857,311613,No,Postgraduate,Single,Approved
36,141792,647,33728,36,23,0,2,214824,132074,No,Graduate,Single,Approved
34,118107,431,373978,24,8,5,5,256886,484536,No,Graduate,Married,Rejected
49,96553,667,144038,60,5,4,0,250038,634345,No,Graduate,Married,Rejected
44,74524,564,79001,60,14,5,5,154176,327421,No,Graduate,Married,Rejected
35,122757,514,372499,12,11,2,4,184428,715628,No,Postgraduate,Single,Rejected
39,105049,514,356911,24,23,1,0,283961,635039,No,High School,Single,Rejected
28,64974,581,287489,24,21,0,0,138115,976850,Yes,Postgraduate,Married,Rejected
54,66478,829,391916,84,7,0,5,228230,922933,No,High School,Married,Rejected
22,73768,301,451124,24,22,0,3,161670,243697,No,Graduate,Single,Rejected
47,100396,812,271672,48,8,2,3,6973,794309,No,Graduate,Married,Rejected
30,93622,763,275208,24,26,4,5,170232,860074,No,Postgraduate,Single,Rejected
55,68544,746,323049,84,30,5,4,176567,564073,No,Postgraduate,Single,Rejected
43,147368,662,245006,84,30,4,0,297313,462699,No,High School,Married,Approved
28,38050,515,441097,84,8,2,4,232990,522408,Yes,High School,Married,Rejected
48,125693,463,327901,48,17,1,3,16933,934949,No,Graduate,Married,Rejected
43,39784,837,235659,60,20,5,4,70486,649414,No,Graduate,Married,Rejected
24,148371,810,205699,60,27,2,1,47417,560913,No,Graduate,Single,Approved
34,31774,520,102964,48,1,5,4,259752,400862,No,Graduate,Married,Rejected
62,54968,582,334901,84,21,0,1,226392,787012,No,High School,Single,Rejected
49,78236,370,408155,36,19,1,4,254283,539963,No,Postgraduate,Married,Rejected
21,97678,673,376906,60,23,3,1,61986,319186,No,Graduate,Married,Rejected
24,70135,558,35472,36,9,1,1,127847,230953,No,High School,Single,Rejected
52,43007,744,110425,84,3,5,1,214616,412323,No,Graduate,Married,Rejected
53,45158,500,188736,12,5,2,1,54315,660301,No,Postgraduate,Married,Rejected
46,91587,679,11415,48,11,5,2,119626,787529,No,Postgraduate,Married,Approved
